명칭,우편번호,주소,위도,경도,개요,문의 및 안내,개장일,쉬는날,이용시간,주차시설,시설정보
천진항,63365,제주특별자치도 제주시 우도면 연평리 1737-15,33.4920241821,126.9504501553,"제주의 동쪽 끝, 해가 가장 먼저 떠오르는 섬이자 제주의 부속 섬 중 가장 큰 우도는 볼거리와 먹거리, 즐길 거리가 가득해 늘 관광객들로 북적이는 여행지다. 걷기에는 섬 크기가 커서 자동차를 가지고 입도하거나 입도 후 전동 스쿠터나 소형 전기차, 버스로 여행하는 것이 좋다. 우도에는 2개의 선착장이 있는데, 천진항과 하우목동항이 바로 그곳이다. 천진항은 우도의 관문 항구이자 전동 스쿠터 등 대여 업체가 많아 보통 이곳에서 내리는 관광객이 많다. 성산항과 종달항에서 천진항까지는 10~15분 정도가 소요된다.",064-740-6000,,,상시 개방,주차가능,
하우목동항,63365,제주특별자치도 제주시 우도면 우도해안길 353,33.5097526593,126.9431309349,"성산 일출봉 남쪽 바다에 자리한 우도는 매년 그 아름다운 풍광을 즐기기 위해 많은 방문객이 찾는 섬이다. 이 섬에는 2개의 항구가 있는데, 우도의 관문 항구인 천진항과 섬 중간에 자리한 하우목동항이 바로 그것이다. 천진항보다 크기는 작지만, 하얀 산호가 해안으로 밀려와 쌓인 서빈백사가 가까이 있다는 장점이 있다. 본섬으로 돌아갈 때는 구매한 티켓으로 하우목동항과 천진항 두 곳에서 모두 배를 탈 수 있어 처음에 천진항으로 입도했다면, 돌아갈 때는 하우목동항을 이용해 봐도 좋다. 성산항과 종달항에서 10~15분 정도가 소요된다.",064-740-6000,,,상시 개방,,
용담공원,63152,제주특별자치도 제주시 용담이동 455-1,33.5149229224,126.5114099624,"용담공원은 용두암 근처에 있는 작은 공원으로, 용연 다리와도 연결된 도심 속의 자그마한 쉼터이다. 근처 관광지인 용두암은 기암괴석 사이에 있는 용머리 모양의 관광 명소이며, 용연 다리는 용담 공원과 건너편을 잇는 거대한 출렁다리다. 밤이면 화려한 조명이 켜지면서 아름다운 야경을 자랑한다. 다리 건너편 용담공원은 비록 규모가 크지는 않지만, 오밀조밀 잘 꾸며놓아 산책하기에 좋다. 나무 벤치와 조각상이 설치되어 있어 해안을 바라보며 잠시 쉬었다가 갈 수도 있다.",064-740-6000,,,상시 개방,가능 (용두암주차장),
인디고트리,63613,제주특별자치도 서귀포시 남원읍 하례망장포로 4,33.2638248613,126.634841043,"인디고트리는 오래된 귤 창고를 카페이자 편집샵으로 개조한 곳으로 곳곳이 돌로 꾸며져 투박하면서도 빈티지한 멋이 느껴지며, 건물 외관은 제주도 본연의 모습이 느껴진다. 카페 메뉴 중 제주도 특산품인 귤로 만든 에이드와 차는 산지의 귤을 바로 사용한 신선하면서도 새콤한 맛이 특징이다. 인디고트리의 1층은 개성 넘치는 의류나 라이프스타일 소품들을 구경할 수 있는 편집샵 공간과 카페로 나뉘어져 있으며, 2층은 1층을 내려다 볼 수 있는 다락처럼 꾸며져 있다. 내부는 인더스트리얼 스타일(Inderstrial Style) 인테리어 분위기를 표현해 거칠면서도 심플한 분위기를 자아낸다. 도심에서는 쉽게 찾기 어려운 제주도의 감성을 느끼며 쉬어 가기 좋은 곳이다.",010-4720-8185,,※ 자세한 사항은 홈페이지 참조,11:30~18:00<br> ※ 자세한 사항은 홈페이지 참조,불가능,
노을해안로,,제주특별자치도 서귀포시 대정읍 영락리,33.2563744294,126.2027620245,"노을해안로는 이름에 걸맞게 일몰에 가면 멋진 노을을 감상할 수 있는 곳이다. 노을 뷰가 멋진 곳으로 알려졌지만 돌고래를 볼 수 있는 곳으로도 유명하다. 도로 주변을 지나다 보면 돌고래 관련 커피숍, 펜션 등의 상호들을 심심치 않게 볼 수 있다. 노을해안로는 대정읍 일과리에서 신도 1리로 향하는 약 12km 코스로 국토해양부에서 선정한 전국 52개의 해안 누리길 중 46코스에 속하는 길이다. 해안 길 곳곳에 전망대와 정자가 있어 쉬어 가며 경치를 볼 수 있고 날씨가 좋을 경우, 후반부 2km 구간에서는 마라도의 모습까지 볼 수 있다. 제주 해안 길 중 일몰이 가장 아름답다는 후기로 유명하다.",제주관광정보센터 064-740-6000,,연중무휴,상시 개방,,
해맞이해안로,,제주특별자치도 제주시 구좌읍 김녕리,33.5504226979,126.7427251632,"제주 동쪽 해가 뜨는 방향의 해안도로라는 의미의 해맞이해안로는 제주시 구좌읍 김녕리에서 서귀포시 성산읍 오조리까지 해안을 따라 조성된 약 27.8㎞의 도로이다. 올레길 21코스에 포함되는 해맞이해안로를 가다 보면 해맞이 명소로 유명한 성산 일출봉이 있어 제주를 방문하는 여행객들이 꼭 지나가는 길이다. 김녕- 월정리 -세화 -하도 -종달리 -성산 일출봉까지 연결되어 있어 제주의 맛집, 카페, 명소 등을 중간중간 방문할 수 있어 접근성도 좋다. 제주에 오면 꼭 들러야 하는 해맞이해안로의 가장 큰 매력은 끝없이 펼쳐지는 제주 바다를 감상할 수 있다는 점이다.",064-740-6000,,연중무휴,상시개방,,
우도 밤수지맨드라미책방,63365,제주특별자치도 제주시 우도면 우도해안길 530,33.5207598629,126.9484968822,"비행기를 타고 제주에 가서, 또 배를 타고 섬에서 섬으로 들어가면 만날 수 있는 책방. 제주 우도의 유일한 독립서점인 밤수지맨드라미책방이다. 전형적인 제주 돌담으로 둘러싸인 건물 입구엔 ‘책’이라고 적힌 간판이 이곳이 책방이라는 걸 알려준다. 밤수지맨드라미는 제주 바닷속에 사는 멸종 위기 산호로, 책이 사라져 가는 현실이 산호꽃과 닮은 것 같다고 생각해 책방 이름을 밤수지맨드라미라고 지었다고 한다. 책방 내부엔 독립 서적이나 드로잉북, 채식 관련 책들이 구비되어 있다, 책방 창문 너머로는 햇살이 쏟아지는 바다도 눈에 들어온다. 이곳 책방만의 개성을 담은 굿즈들도 판매하고 있으며, 공간 한쪽은 카페처럼 운영돼 구매한 책을 여유롭게 읽어볼 수도 있다.",010-7405-2324,,비정기 휴무,10:00~17:00,가능,
성이시돌목장 테쉬폰,63021,제주특별자치도 제주시 한림읍 금악동길 38,33.3476274194,126.328076887,"성이시돌목장은 제주에서도 손꼽히는 사진 명소다. 국내에서는 보기 드문 이국적인 형태의 건축물인 테쉬폰 덕분이다. 테쉬폰 양식은 2,000여 년 전 이라크의 수도인 바그다드에서 가까운 테쉬폰이란 지역에서 만들어진 건축 형식에서 그 유래를 찾을 수 있다. 곡선으로 이뤄진 건물 외형은 태풍과 같은 자연재해에 강하다. 또 기둥 없이 내부 공간을 넓게 활용할 수 있다는 점도 특징이다. 그 때문에 이시돌목장이 조성될 당시 숙소를 짓는데 이 같은 건축양식을 활용했다고 한다. 테쉬폰 주택은 이후 다른 지방에도 보급되었으나 현재까지 남아 있는 건 제주가 유일하다. 건축양식도 독특한 데다 세월의 흐름에 따라 자연스럽게 낡은 모습이 제주의 푸른 자연과도 그림처럼 어우러진다. 목장을 끼고 있어 신선한 우유로 만든 아이스크림을 파는 카페도 근처에 운영하고 있다.",064-796-0396,,연중무휴,상시 개방,가능,
세천포구,63610,제주특별자치도 서귀포시 남원읍 위미리 799-2,33.2696137381,126.6741708395,"세천 포구는 서귀포시 남원읍 위미리에 있는 아주 작은 포구다. 위미리는 마치 소가 누워있는 형상을 보인다고 하여 이름 붙여졌으며, 마을은 그 꼬리 부분에 자리 잡고 있어 우미라고 불렸다. 위미리의 세천 포구는 곤냇골개라고도 불리는데, 곤내는 가는 내, 골은 마을을 일컫고 개는 포구를 의미한다. 보말이 많이 잡히고, 아름다운 풍광과 잔잔한 물살로 낚시꾼과 사진을 취미로 하는 이들이 종종 찾는 곳이다.",제주관광정보센터 064-740-6000,,연중무휴,상시 개방,가능,
소천지,63599,제주특별자치도 서귀포시 칠십리로485번길 2 (보목동),33.2417795599,126.6027220992,보목 해안가에 있는 관광지로 마치 백두산 천지의 모습을 축소해 놓은 모습을 닮았다고 하여 소천지라 불린다. 소천지는 지도상에 검색해도 찾기 힘들고 뚜렷한 표지판도 없어 아는 사람만 아는 잘 알려지지 않은 숨겨진 명소였지만 제주 올레길을 점점 많은 이들이 찾으면서 제주올레 6코스에 포함되어있는 소천지도 자연스럽게 유명해졌다. 이곳엔 1급수에서만 산다는 생물들도 쉽게 찾을 수 있을 정도로 물이 맑고 화산활동과 같은 흔적들이 고스란히 남겨져있어 학술적 연구 가치가 있는 곳으로도 인정받고 있다. (출처 : 제주 문화관광 홈페이지),064-740-6000,,연중무휴,상시개방,가능,
하귀애월해안도로,63046,제주특별자치도 제주시 애월읍 고내리 445-3,33.4710862073,126.3424700904,"제주 공항에서 불과 10km 정도 달리다 보면 제주를 좀 안다는 이들 사이에서 아름답기로 소문난 하귀애월 해안도로를 만날 수 있다. 하귀리 가문동 포구에서 시작된 해안도로는 바다를 따라 펼쳐진 오션뷰 카페와 펜션을 지나 쭉 이어진다. 이 도로는 또한, 제주 올레길 16코스가 지나는 곳이자 자전거 라이딩과 트레킹의 명소로도 유명하다. 가는 길목마다 구엄포구, 남도리쉼터, 신엄리 방파제, 고내포구, 다락 쉼터, 큰 바위 얼굴 등 해안 명소들이 많아 중간중간 내려 아름다운 풍경을 감상하는 것도 좋다.",064-740-6000,,연중무휴,상시개방,가능,화장실있음
제주양떼목장,63035,제주특별자치도 제주시 애월읍 도치돌길 289-13,33.4113820644,126.3652277862,"제주 애월읍에 있는 제주 양떼목장은 양뿐만 아니라 염소, 말, 돼지 등 다양한 동물들을 만날 수 있는 자연 친화적인 공간이다. 동물에게 먹이를 줄 수 있는 목장 체험은 물론이고, 신선한 산양유 커피를 맛볼 수 있는 목장 카페, 통나무 펜션까지 운영해 다른 체험 목장보다 풍성한 추억을 만들 수 있다. 통나무 펜션은 100% 수공 식으로 지어진 정통 통나무집이다. 전 객실이 모두 복층 독채이며, 최대 4명까지 입실할 수 있다. 다양한 프로그램이 있는 체험 목장에서 숙박까지 하는 이색 체험을 하고 싶다면 제주 양떼목장에 방문해 보는 것을 추천한다.",064-799-7346,,매주 월요일,10:00~18:00 (입장마감 17:00),가능,화장실있음
베릿네오름,,제주특별자치도 서귀포시 중문동 2314-2,33.2474788502,126.4220098576,"베릿네 오름은 중문 관광단지의 천제연 계곡 동쪽에 있는 언덕 일대를 말하는 오름이다. 세 봉우리로 이루어져 각각 동오름, 섯오름, 만지섬오름으로 나누어 불린다. 울창한 숲이 있어 식물학적 측면에서도 귀중한 가치를 지니는 오름이다. 이곳은 특정 야생동물·식물로 지정된 솔잎난과 담팔수 등 희귀 식물이 살고 있다. 천연기념물 제182-7호로 지정되어 보호받고 있는 이유이다. 올레길 8코스가 지나가는 길이어서 관광객의 발길이 이어지고 있으며, 빼어난 경치를 감상하며 가볍게 걷기에 좋은 산책로다.",064-760-4701<br> 064-760-4831,,연중무휴,상시 개방,가능 (천제연폭포 주차장),
제주 우도 천진항 대합실,63365,제주특별자치도 제주시 우도면 우도해안길 70,33.4928352215,126.9515555965,"제주도의 동쪽 끝에 있는 우도는 물소가 머리를 내민 모양(우두형)으로 있는 것 같다고 해서 붙여진 이름이다. 서울 면적의 약 100분의 1이며, 인구가 1,800여 명 정도 되는 제주도의 섬이다. 우도에는 2개의 선착장 천진항과 하우목동항이 있는데 우도의 관문 항구이자 관광객들에게 많이 알려진 곳은 천진항이다. 우도 유채꽃 마을 정보 센터와 바로 붙어있는 우도 천진항 대합실은 크지 않은 규모로 매표소와 대기석 그리고 간단한 간식과 기념품을 구매할 수 있는 매점이 있다. 대합실 근처에는 우도 관광의 편의를 위해 전기자동차 대여소들이 즐비해 있다. 우도로 들어올 때는 자동차와 스쿠터를 가지고 들어올 수 있다. 자동차는 선적증 구입 후 출항 시간 10분 전까지 선원의 지시에 따라 반드시 면허증 소유자가 선적시켜야 한다.",064-783-0448,,,천진항 -> 성산항 배편시간 <br>07:00 ~ 17:00 (30분 간격),,
화북포구,63286,제주특별자치도 제주시 화북1동,33.5255364838,126.5645634332,"화북포구는 시가 있는 등대길로 이름을 알린 포구이다. 다른 포구와 다르게 등대 끝까지 방파제를 따라 시를 만날 수 있는데, 학생들이 등대, 포구, 바다와 관련된 시를 포구 끝까지 만들어 두었다. 덕분에 이곳을 방문하는 사람들은 시를 하나하나 읽으면서 등대 끝까지 산책할 수 있다. 등대 끝에는 그림을 그리는 아이와 망원경을 들고 바다를 바라보는 어린아이 등의 조형물이 설치되어 있다. 이 등대를 배경으로 사진을 찍으려고 방문하는 관광객도 많으며 저녁이면 주변을 산책하는 도민들도 많은 편이다.",제주관광정보센터 064-740-6000,,연중무휴,상시 개방,가능,
